ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
72,1,,,,,1,10,,5,30,1,17,,,,,,,,,,,,,,,,,,,1,125000,,10000,
67,1,,,,,1,50,1,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,,
61,1,,,,,1,20,,998,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,5,20,,30,60,1,12,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,999999999
64,3,,,,,1,80,,80,30,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,999999999
69,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,100000,
61,1,,,,,1,20,,20,80,1,12,,,,,,,,,,,,,,,,,,,5,,,1500,
68,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,1500,
66,4,,,,,5,70,,70,20,2,15,,,,,,,,,,,,,,,,,,,5,,,40000,
67,1,,,,,1,40,,20,40,2,17,,,,,,,,,,,,,,,,,,,5,,,40000,
68,1,,,,,1,0,,,100,1,17,,,,,,,,,,,,,,,,0,,,5,,,9999999,
53,1,,,,,1,60,,40,20,2,17,,,,,,,,,,,,,,,,0,,,5,,,9999999,
71,5,,,,,5,-8,,-8,,2,13,,,,,,,,,,,,,,,,,,,5,,,-8,
69,3,,,,,1,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,6000,
66,5,6,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,6000,
71,4,,,,,5,998,,,,1,2,,,,,,,,,,,,,,,,,,,5,,,,
67,7,,,,,5,998,,,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
68,6,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,15000,
66,1,,,,,1,30,,45,30,1,16,,,,,,,,,,,,,,,,,,,5,,,15000,
66,5,,,,,5,50,2,,,1,4,50,50,60,50,60,70,1,4,4,5,4,5,98,5,6,,,,5,,,10000,
66,6,,,,,5,0,,,,2,3,,,,,,,,,,,,,,,,,,,5,,,10000,
68,5,,,,,5,998,,,,2,17,,,,,,,,,,,,,,,,,5000000,,5,,,150000,
69,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,5000000,,5,,,150000,
60,1,,,,,1,20,,40,30,1,12,,,,,,,,,,,,,,,,,,,5,,,9000,
70,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9000,
67,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,1,0,,,
55,1,,,,,1,50,1,50,50,2,17,,,,,,,,,,,,,,,,,,,1,0,,,
68,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,20,
70,5,6,,,,5,10,,10,30,2,17,,,,,,,,,,,,,,,,,,,5,,,-8,
66,1,,,,,1,,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,-8,
64,3,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
64,4,,,,,5,80,,30,15,2,13,,,,,,,,,,,,,,,,,,,5,,,,
70,5,,,,,5,10,,998,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
64,4,,,,,5,8,,10,10,1,13,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,998,,,,2,3,50,50,0,30,0,0,1,0,10,10,10,0,0,0,0,,,,5,,,,
70,5,6,,,,5,10,,10,75,2,12,,,,,,,,,,,,,,,,,150000,,1,999999999,,9999999,
71,1,,,,,1,70,,40,50,1,16,,,,,,,,,,,,,,,,,150000,,1,999999999,,9999999,
71,5,,,,,5,75,,75,25,1,16,,,,,,,,,,,,,,,,,,,1,100000,,30000,
67,5,,,,,5,50,2,,,1,12,50,50,50,50,50,50,-8,5,5,5,5,5,5,5,0,,,-8,5,,,,
67,1,,,,,1,50,1,50,50,2,17,0,0,0,0,0,100,-8,3,8,8,8,6,8,0,0,,,-8,5,,,,
70,6,,,,,5,70,,80,30,2,12,,,,,,,,,,,,,,,,,,,5,,,36000,
70,5,,,,,5,40,,10,10,1,14,,,,,,,,,,,,,,,,,,,5,,,36000,
70,1,,,,,1,10,,50,10,1,17,,,,,,,,,,,,,,,,,,,5,,,8000,
61,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,8000,
68,1,,,,,1,80,,10,10,2,13,10,10,1,10,10,30,1,6,6,6,8,8,8,3,5,,,,5,,,70000,
72,5,,,,,5,30,,30,40,1,16,,,,,,,,,,,,,,,,,125000,,5,,,36000,
68,5,,,,,5,70,,50,10,2,13,,,,,,,,,,,,,,,,,125000,,5,,,36000,
68,1,,,,,1,25,,25,25,1,12,,,,,,,,,,,,,,,,,,,5,,12000,4000,
71,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,12000,4000,
70,6,,,,,1,998,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,9999998,
66,1,,,,,1,,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,9999998,
69,1,,,,,1,50,1,20,10,1,17,,,,,,,,,,,,,,,,,,,1,999999998,,140000,
67,1,,,,,1,30,,60,70,2,17,,,,,,,,,,,,,,,,,,,1,999999998,,140000,
69,1,,,,,1,80,,50,50,1,15,,,,,,,,,,,,,,,,,,,5,,,25000,
67,5,,,,,5,75,,50,50,2,15,,,,,,,,,,,,,,,,,,,5,,,25000,
69,4,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,4200,
67,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
66,1,,,,,1,20,,5,5,2,12,,,,,,,,,,,,,,,,,,,5,,,5000,
70,5,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,70000,
68,5,,,,,5,75,,75,50,2,15,,,,,,,,,,,,,,,,,,,5,,,70000,
68,5,,,,,5,85,,30,30,1,16,,,,,,,,,,,,,,,,,,,1,-8,,-8,
66,7,,,,,1,10,,10,10,2,15,,,,,,,,,,,,,,,,,,,1,-8,,-8,
67,4,,,,,5,80,,0,50,2,3,,,,,,,,,,,,,,,,,,,,,,,
68,4,,,,,5,10,,50,20,2,12,,,,,,,,,,,,,,,,,,,5,,,100,
70,5,,,,,5,25,,50,50,1,17,10,10,20,90,50,70,1,4,7,7,5,0,5,3,0,,,,5,,,,
67,3,,,,,1,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,5,,,,
69,4,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,300,
71,5,,,,,5,60,,60,50,1,9,,,,,,,,,,,,,,,,,,,5,,,200,
70,5,,,,,5,70,,70,20,2,16,,,,,,,,,,,,,,,,,,,5,,,,15000
71,1,,,,,1,5,,5,80,1,16,,,,,,,,,,,,,,,,,,,5,,,,
71,4,,,,,5,0,,,0,1,8,,,,,,,,,,,,,,,,,,,5,,,,
69,1,,,,,1,80,,40,10,1,12,,,,,,,,,,,,,,,,,,,5,,,20000,
72,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
59,2,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,,
67,5,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,70,,60,20,1,16,,,,,,,,,,,,,,,,,,,1,25000,,25000,
65,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,25000,,25000,
67,1,,,,,1,998,,,,2,16,,,,,,,,,,,,,,,,100001,350000,300000,5,,,42000,
72,1,,,,,1,,,,,1,17,,,,,,,,,,,,,,,,100001,350000,300000,5,,,42000,
67,5,,,,,1,70,,20,50,1,13,,,,,,,,,,,,,,,,,100000,,5,,,700,
60,5,,,,,5,40,,10,20,2,15,,,,,,,,,,,,,,,,,100000,,5,,,700,
70,5,,,,,5,100,,90,,1,13,,,,,,,,,,,,,,,,,,,1,999999998,,10000,
71,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,100,
63,5,,,,,5,20,,20,70,2,11,10,40,10,10,50,80,1,5,8,5,8,7,5,1,2,,,,5,,,100,
67,5,,,,,5,80,,1,20,1,12,,,,,,,,,,,,,,,,,,,8,,,100000,
67,4,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,60,,40,40,2,17,,,,,,,,,,,,,,,,,,,1,5000,,15000,44000
70,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,1,5000,,15000,44000
69,1,,,,,1,10,,10,10,2,16,,,,,,,,,,,,,,,,,,,5,,,70000,
67,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,25,
68,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,6000,
67,4,,,,,5,75,,50,50,1,11,,,,,,,,,,,,,,,,,,,5,,,6000,
68,5,,,,,5,50,1,10,50,1,17,,,,,,,,,,,,,,,,,,5000,1,400000,,89000,
67,5,7,,,,1,50,1,75,10,2,17,,,,,,,,,,,,,,,,,,5000,1,400000,,89000,
67,4,,,,,5,100,,100,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
64,1,,,,,1,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,-8,,,4500,
69,1,,,,,1,80,,75,20,1,15,,,,,,,,,,,,,,,,,,,-8,,,4500,
66,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,40000,
66,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,1,999999998,,40000,
72,5,4,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,10,
70,1,5,,,,1,20,,10,5,1,16,,,,,,,,,,,,,,,,,,1000000,1,250000,23000,250000,
70,5,,,,,5,50,1,0,25,2,16,,,,,,,,,,,,,,,,,,1000000,1,250000,23000,250000,
71,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
67,5,,,,,5,998,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,700,
68,5,,,,,5,40,,50,60,1,4,,,,,,,,,,,,,,,,,,,5,,,,
66,5,6,,,,5,998,,,,2,5,,,,,,,,,,,,,,,,,,,5,,,,
63,1,,,,,1,20,,998,,2,17,,,,,,,,,,,,,,,,,,100000,1,999999998,,9999998,
70,5,,,,,5,50,1,35,20,1,17,,,,,,,,,,,,,,,,,350000,,1,999999998,,50000,
64,1,,,,,1,20,,5,50,2,,,,,,,,,,,,,,,,,,350000,,1,999999998,,50000,
71,4,,,,,5,70,,70,30,1,14,,,,,,,,,,,,,,,,,,,5,,,7000,15000
71,5,,,,,5,40,,5,50,1,15,,,,,,,,,,,,,,,,,,,5,,,3600,
66,5,,,,,5,60,,60,50,2,12,,,,,,,,,,,,,,,,,,,1,140000,,70000,
67,5,,,,,5,70,,40,30,1,16,40,90,50,50,50,50,1,7,8,5,5,5,6,6,2,,,,1,140000,,70000,
70,5,,,,,5,100,,0,,1,1,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,15000,
56,1,,,,,1,25,,25,100,2,17,,,,,,,,,,,,,,,,,,,5,,,15000,
65,1,,,,,1,60,,50,50,2,16,,,,,,,,,,,,,,,,0,,,8,,,9999999,
67,5,,,,,5,75,,10,50,1,14,,,,,,,,,,,,,,,,0,,,8,,,9999999,
72,5,,,,,5,0,,,0,1,17,,,,,,,,,,,,,,,,,,1300000,5,,,,
70,1,,,,,1,20,,8,40,2,16,,,,,,,,,,,,,,,,,,,1,10000,,55000,
69,5,,,,,5,80,,80,0,1,16,,,,,,,,,,,,,,,,,,,5,,,6000,
68,5,4,,,,5,0,,,0,2,14,,,,,,,,,,,,,,,,,,,5,,,,
72,5,,,,,5,20,,50,50,2,11,50,50,80,80,80,80,1,5,0,0,8,8,8,8,2,,,,5,,,15000,
69,5,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,10000,5,,,120,
71,5,,,,,5,10,,50,80,1,12,,,,,,,,,,,,,,,,,,10000,5,,,120,
67,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1200,
58,1,,,,,1,50,2,,,2,17,50,50,75,25,25,80,1,8,3,3,2,5,5,2,0,,,,5,,,1200,
68,5,,,,,5,50,2,,,2,12,10,10,10,10,10,10,1,5,10,8,5,5,3,5,5,,,,5,,,2000,
68,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,2000,
67,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,-8,,,,
63,7,,,,,5,-8,,-8,,2,15,,,,,,,,,,,,,,,,,,,-8,,,,
69,1,,,,,1,70,,25,-8,2,16,,,,,,,,,,,,,,,,,,,5,,,7500,
68,3,,,,,1,40,,0,50,1,16,,,,,,,,,,,,,,,,,,,5,,,7500,
67,5,,,,,5,50,1,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,100000,
70,5,,,,,5,50,1,50,50,1,17,,,,,,,,,,,,,,,,,,,1,20000,,12000,6000
60,7,,,,,1,-8,,-8,,2,16,,,,,,,,,,,,,,,,,,,5,,,9000,
71,1,5,,,,1,95,,80,0,1,17,,,,,,,,,,,,,,,,,,,5,,,50000,
68,5,,,,,5,30,,20,50,2,17,50,75,80,90,50,90,1,3,3,2,3,3,3,3,1,,,,5,,,,
67,5,,,,,5,5,,3,3,2,16,,,,,,,,,,,,,,,,,,,5,,,3000,
68,4,5,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,5000,
74,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
67,5,4,,,,5,80,,40,20,1,14,998,20,0,0,0,20,1,7,7,7,9,8,8,5,3,,,,,,,,
68,1,,,,,1,20,,10,30,1,12,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,5,50,1,0,40,2,16,,,,,,,,,,,,,,,,,999999999,,1,999999999,,9999999,999999999
70,5,,,,,5,30,,30,20,2,17,,,,,,,,,,,,,,,,,,,5,,,3000,
70,5,,,,,5,0,,,0,1,0,,,,,,,,,,,,,,,,,,,5,,,,
60,6,,,,,5,60,,50,40,2,13,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,10,,10,10,2,14,,,,,,,,,,,,,,,,,,,5,,,40000,
71,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,40000,
63,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,40000,
67,5,,,,,5,30,,20,20,1,12,,,,,,,,,,,,,,,,,,,5,,,40000,
65,1,,,,,1,40,,40,50,2,17,,,,,,,,,,,,,,,,,,,5,,,125000,
70,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,5,20,,20,60,2,,,,,,,,,,,,,,,,,,,0,1,48000,,9000,
60,1,,,,,1,70,,40,50,1,17,,,,,,,,,,,,,,,,,,0,1,48000,,9000,
66,5,,,,,5,50,1,30,998,1,16,,,,,,,,,,,,,,,,,,,5,,,9999999,
63,6,,,,,5,999,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,9999999,
67,5,,,,,5,100,,100,,2,16,0,50,10,0,10,75,1,8,8,5,5,7,7,2,0,,,,1,83000,,8000,
54,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,1,83000,,8000,
68,1,,,,,1,10,,10,60,2,17,,,,,,,,,,,,,,,,,,,5,,,700,
69,5,,,,,5,75,,10,10,1,12,,,,,,,,,,,,,,,,,,200000,1,300000,,6000,
73,5,,,,,5,70,,50,50,2,14,,,,,,,,,,,,,,,,,,200000,1,300000,,6000,
72,5,,,,,5,30,,20,50,1,12,50,50,30,30,30,30,1,8,5,5,3,5,3,3,3,,,,5,,,,
72,5,,,,,1,100,,998,,1,16,,,,,,,,,,,,,,,,,,,1,999999999,9999999,9999999,999999999
69,6,,,,,5,80,,15,10,2,17,0,20,0,40,0,80,1,7,10,7,10,5,10,4,2,,,,1,999999999,9999999,9999999,999999999
63,1,,,,,1,10,,15,40,2,6,40,60,40,40,30,50,1,3,5,3,5,0,6,5,4,,,,5,,,,
69,5,,,,,5,30,,40,35,1,6,,,,,,,,,,,,,,,,,,,5,,,,
64,5,,,,,5,100,,100,,2,11,,,,,,,,,,,,,,,,,,,,,,,
66,5,,,,,5,100,,100,,1,0,100,0,0,100,998,0,1,10,10,10,0,0,10,10,10,,,,5,,,,
70,1,,,,,1,50,1,10,30,2,17,,,,,,,,,,,,,,,,,,,5,,,20000,
72,5,,,,,5,70,,30,50,1,17,,,,,,,,,,,,,,,,,,,5,,,20000,
65,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
66,1,,,,,1,50,1,50,50,1,12,,,,,,,,,,,,,,,,,,,5,,,,
70,2,,,,,5,25,,50,80,2,15,,,,,,,,,,,,,,,,0,999999998,,5,,,9999998,
69,5,,,,,5,100,,0,,1,16,,,,,,,,,,,,,,,,,,,1,450000,,115000,
68,5,4,,,,5,70,,70,40,2,13,80,20,60,80,50,30,1,7,6,8,3,2,4,4,5,,150000,150000,5,,,13000,
58,4,5,,,,5,30,,30,40,1,,,,,,,,,,,,,,,,,,150000,150000,5,,,13000,
68,5,,,,,5,95,,5,5,1,17,0,0,0,0,0,0,-8,8,10,10,10,10,8,5,2,,,,1,50000,,9000,
64,4,,,,,5,0,,,0,2,9,,,,,,,,,,,,,,,,,,,,,,,
67,1,5,,,,1,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,150000,
62,3,,,,,1,60,,50,50,2,13,,,,,,,,,,,,,,,,,,,5,,,150000,
67,1,,,,,1,40,,20,35,1,17,,,,,,,,,,,,,,,,,,,5,,,,
67,2,5,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
67,1,,,,,1,40,,30,20,1,12,,,,,,,,,,,,,,,,,10000,,5,,,3000,
50,1,,,,,1,60,,40,40,2,15,,,,,,,,,,,,,,,,,,,5,,,6000,
67,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
64,1,,,,,1,100,,10,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
68,4,6,,,,5,998,,,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
68,5,1,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
66,5,,,,,5,80,,10,5,2,16,,,,,,,,,,,,,,,,,400000,,5,,,,
65,1,5,,,,1,70,,50,50,1,17,,,,,,,,,,,,,,,,,400000,,5,,,,
70,5,,,,,5,60,,40,50,2,17,,,,,,,,,,,,,,,,,,,5,,,-8,
71,5,,,,,5,90,,50,50,2,17,,,,,,,,,,,,,,,,,,,5,,,17000,
71,5,,,,,5,50,2,,,1,2,75,75,90,50,50,75,1,7,5,5,3,5,5,2,6,,,,5,,,17000,
69,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,2500,5,,,,
63,2,,,,,5,60,,50,50,2,13,,,,,,,,,,,,,,,,,,2500,5,,,,
72,5,,,,,5,75,,30,30,1,9,,,,,,,,,,,,,,,,,,,5,,,,
68,3,5,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,,
63,1,,,,,1,50,1,25,25,2,14,,,,,,,,,,,,,,,,,,0,5,,,,
69,1,5,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,0,5,,,,
64,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,70,
71,7,,,,,5,,,,,2,3,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,998,,,,1,17,0,0,0,998,0,0,1,5,5,4,4,3,2,4,3,,,,5,,,950,
68,5,,,,,5,30,,998,,1,14,,,,,,,,,,,,,,,,,,,5,,,4300,
60,4,,,,,5,-8,,-8,,2,14,,,,,,,,,,,,,,,,,,,5,,,4300,
69,5,,,,,5,70,,40,50,2,17,,,,,,,,,,,,,,,,,,,1,999999999,,120000,13000
69,6,,,,,5,5,,10,10,2,10,,,,,,,,,,,,,,,,,,,5,,,9999998,
63,1,,,,,1,80,,80,80,1,6,100,100,100,100,100,100,1,0,0,0,0,0,0,0,0,,,,5,,,9999998,
67,1,,,,,1,100,,30,,1,16,,,,,,,,,,,,,,,,,,99999998,5,,,70000,
60,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,30000,
72,5,,,,,5,998,,,,1,1,,,,,,,,,,,,,,,,,,,5,,,,
70,5,6,,,,5,100,,100,,2,0,,,,,,,,,,,,,,,,,,,5,,,,
72,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
70,1,,,,,1,999,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,6000,
68,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,,
59,1,,,,,1,0,,,0,2,13,,,,,,,,,,,,,,,,,,,5,,,,
65,5,,,,,5,90,,100,,2,12,,,,,,,,,,,,,,,,,,,5,,,7000,
67,5,,,,,5,100,,30,,1,12,30,30,20,20,10,10,1,7,5,4,8,5,8,8,5,,,,5,,,7000,
68,5,,,,,5,0,,,90,2,16,,,,,,,,,,,,,,,,,,,5,,,700,
65,4,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,700,
70,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,17000,
69,5,,,,,5,50,1,25,50,2,16,,,,,,,,,,,,,,,,,,,5,,,17000,
67,6,,,,,5,75,,50,25,2,17,0,0,75,50,998,75,1,8,9,7,6,8,98,6,2,,150000,,1,1000000,100000,160000,
63,5,,,,,5,75,,70,30,1,16,,,,,,,,,,,,,,,,,150000,,1,1000000,100000,160000,
66,5,,,,,5,50,1,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,4000,
67,5,,,,,5,30,,20,30,1,14,,,,,,,,,,,,,,,,,,,5,,,4000,
71,5,,,,,5,60,,50,50,2,15,,,,,,,,,,,,,,,,,,,1,133758,,21000,
68,5,6,3,,,1,60,,65,30,1,16,,,,,,,,,,,,,,,,,,,1,133758,,21000,
68,5,7,,,,5,65,,30,30,2,17,,,,,,,,,,,,,,,,,,,5,,,330000,
69,1,,,,,1,25,,10,50,1,16,10,0,25,75,25,25,-8,7,9,9,7,5,8,7,6,,,,5,,,330000,
70,5,,,,,5,75,,55,40,1,16,,,,,,,,,,,,,,,,,,,5,,,8000,
68,5,,,,,5,0,,,100,2,12,,,,,,,,,,,,,,,,,,,5,,,8000,
65,5,,,,,5,50,1,50,50,2,17,5,5,10,50,10,50,1,4,8,8,10,8,8,5,5,,1000000,,1,1900000,765000,300000,50000
67,5,,,,,5,70,,40,50,1,15,,,,,,,,,,,,,,,,,1000000,,1,1900000,765000,300000,50000
69,1,,,,,1,30,,30,30,2,17,,,,,,,,,,,,,,,,25001,,,5,,,9999999,
71,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
68,1,,,,,1,50,1,20,30,1,17,,,,,,,,,,,,,,,,,,,5,,,-8,
69,6,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,-8,
68,1,,,,,1,100,,50,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
63,1,,,,,1,50,2,,,2,12,50,50,20,10,10,10,1,8,5,5,8,8,5,5,1,,,,5,,,,
64,3,,,,,5,6,,7,6,2,3,,,,,,,,,,,,,,,,,,,5,,,3000,
68,5,,,,,5,0,,,0,1,8,,,,,,,,,,,,,,,,,,,5,,,3000,
47,1,,,,,1,50,2,,,2,12,30,0,20,80,10,50,1,2,5,5,2,3,4,2,0,5001,,,5,,,1000,
66,5,,,,,5,30,,20,50,1,16,,,,,,,,,,,,,,,,,,,5,,,,
67,5,,,,,5,60,,50,80,1,13,,,,,,,,,,,,,,,,,,,5,,,30000,
66,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,30000,
65,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,200000,
68,5,,,,,5,70,,50,10,1,14,,,,,,,,,,,,,,,,,,,5,,,200000,
67,5,,,,,5,75,,75,10,2,14,,,,,,,,,,,,,,,,,999999999,,1,999999999,9999999,9999999,999999999
69,5,,,,,5,80,,10,10,1,17,,,,,,,,,,,,,,,,,999999999,,1,999999999,9999999,9999999,999999999
71,5,6,,,,5,15,,10,0,2,12,,,,,,,,,,,,,,,,,10000,,5,,,,
71,5,,,,,5,-8,,-8,,1,12,,,,,,,,,,,,,,,,,10000,,5,,,,
71,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,1,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
67,2,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,60,,30,60,1,15,,,,,,,,,,,,,,,,,,,5,,,9999998,
66,6,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,5,80,,20,10,2,12,,,,,,,,,,,,,,,,,,,1,764681,398126,61094,
70,5,,,,,5,30,,20,20,1,17,,,,,,,,,,,,,,,,,,,1,764681,398126,61094,
68,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,800,
70,1,,,,,1,75,,10,10,1,16,,,,,,,,,,,,,,,,,,,5,,,5000,
69,1,,,,,1,40,,40,50,2,12,,,,,,,,,,,,,,,,,,,5,,,5000,
70,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,1,48000,40000,3000,
71,5,,,,,5,60,,30,90,2,12,,,,,,,,,,,,,,,,,,,1,48000,40000,3000,
69,6,,,,,5,20,,20,50,2,13,,,,,,,,,,,,,,,,,,,5,,,9999999,
71,4,5,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,9999999,
70,5,,,,,5,50,2,,,2,,,,,,,,,,,,,,,,,,,,5,,,,
67,3,6,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,0,,,5,,,442,
71,5,,,,,5,50,1,10,80,2,13,,,,,,,,,,,,,,,,,,,1,25000,,2000,
68,5,,,,,5,25,,25,15,2,14,,,,,,,,,,,,,,,,,,,5,,,100,
65,6,,,,,5,998,,,,1,10,,,,,,,,,,,,,,,,,,,5,,,100,
71,5,,,,,5,0,,,60,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,18000
70,7,,,,,1,998,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,10000,
61,1,,,,,1,50,2,,,2,13,,,,,,,,,,,,,,,,,,,1,999999998,,15000,
68,1,,,,,1,,,,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,15000,
72,6,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,,,,,
71,7,,,,,5,20,,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,
72,5,1,,,,1,80,,50,10,2,16,,,,,,,,,,,,,,,,,,,5,,,2000,
71,3,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,4000,1400
70,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,700,
68,1,,,,,1,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
66,5,,,,,5,75,,20,10,1,17,,,,,,,,,,,,,,,,,,,5,,,3000,
