hhidpn,hhid,pn,ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
527209010,527209,010,65,1,,,,,1,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,5,,,200000,
527210010,527210,010,62,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,250000,,1,8000,,40000,2000
527210020,527210,020,65,1,,,,,1,70,,60,40,1,12,,,,,,,,,,,,,,,,,250000,,1,8000,,40000,2000
527228010,527228,010,62,1,,,,,1,45,,45,20,2,14,70,0,20,0,0,0,1,5,7,7,8,10,8,10,5,,,,5,,,3000,
527238010,527238,010,64,1,,,,,1,50,2,,,1,12,50,50,50,0,50,50,1,9,5,5,8,9,5,5,2,,,850000,1,400000,,85000,
527238020,527238,020,59,6,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,850000,1,400000,,85000,
527243010,527243,010,65,5,,,,,5,50,1,15,10,1,13,,,,,,,,,,,,,,,,,,,5,,,5000,
527243020,527243,020,59,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,5000,
527270010,527270,010,64,1,,,,,1,100,,100,,1,16,,,,,,,,,,,,,,,,,,,1,500000,17000,20000,
527273010,527273,010,61,1,,,,,1,20,,20,20,2,15,,,,,,,,,,,,,,,,,,,,,,,
527280010,527280,010,64,3,,,,,1,-8,,-8,,2,14,,,,,,,,,,,,,,,,,,,5,,,4000,
527290010,527290,010,62,1,,,,,1,30,,0,60,1,16,,,,,,,,,,,,,,,,,,,5,,,24000,
527290020,527290,020,60,1,,,,,1,50,1,20,60,2,17,,,,,,,,,,,,,,,,,,,5,,,24000,
527296010,527296,010,66,1,,,,,1,40,,40,30,2,16,,,,,,,,,,,,,,,,,,,5,,,60000,
527296020,527296,020,71,5,,,,,5,35,,25,25,1,16,,,,,,,,,,,,,,,,,,,5,,,10000,
527296021,527296,021,63,8,,,,,1,70,,60,40,2,15,,,,,,,,,,,,,,,,,,,5,,,10000,
527306010,527306,010,63,5,,,,,5,80,,80,40,2,14,,,,,,,,,,,,,,,,,,,5,,,5000,
527306020,527306,020,63,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
527311010,527311,010,60,1,,,,,1,60,,50,50,1,17,,,,,,,,,,,,,,,,,,,5,,,,
527311020,527311,020,56,1,,,,,1,-8,,-8,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
527317010,527317,010,63,1,,,,,1,100,,50,,1,16,99,99,99,99,100,80,1,5,0,0,0,1,0,2,0,,100000,,5,,,4000,
527317020,527317,020,52,6,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,100000,,5,,,4000,
527338010,527338,010,63,1,5,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,100,,1000,
527338020,527338,020,61,1,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,,,1,100,,1000,
527346010,527346,010,65,1,,,,,1,80,,40,50,1,11,,,,,,,,,,,,,,,,,,800000,5,,,60000,
527348010,527348,010,60,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
527348021,527348,021,47,1,,,,,1,0,,,25,1,12,,,,,,,,,,,,,,,,,,,5,,,800,
527362010,527362,010,66,5,,,,,5,50,1,20,30,1,16,,,,,,,,,,,,,,,,,999999999,,9,,,,
527362011,527362,011,66,1,,,,,1,20,,10,90,2,0,,,,,,,,,,,,,,,,,999999999,,9,,,,
527368010,527368,010,61,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,200,
527368020,527368,020,59,1,,,,,1,998,,,,2,14,40,50,70,20,30,50,1,5,8,5,8,5,2,5,3,,,,5,,,200,
527372010,527372,010,65,5,,,,,5,7,,5,2,1,16,,,,,,,,,,,,,,,,,,,5,,,9999998,
527380010,527380,010,61,4,,,,,5,20,,10,30,2,13,,,,,,,,,,,,,,,,,,,5,,,27000,
527380020,527380,020,62,1,,,,,1,50,1,25,25,1,13,50,50,60,60,60,75,1,7,5,5,6,4,4,4,0,,,,5,,,27000,
527387010,527387,010,65,5,,,,,5,999,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,125000,
527389010,527389,010,61,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,
527401020,527401,020,59,5,,,,,5,70,,45,55,1,12,,,,,,,,,,,,,,,,,,,1,80000,,25000,7000
527402020,527402,020,56,5,,,,,5,100,,100,,2,14,,,,,,,,,,,,,,,,,150000,,5,,,9999999,
527403010,527403,010,61,1,,,,,1,40,,60,60,1,8,,,,,,,,,,,,,,,,,,,5,,,,
527403020,527403,020,62,5,,,,,5,15,,5,10,2,8,,,,,,,,,,,,,,,,,,,5,,,,
527406010,527406,010,63,1,,,,,1,40,,40,60,1,14,,,,,,,,,,,,,,,,,,,1,10000,,11000,
527406020,527406,020,62,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,1,10000,,11000,
527411010,527411,010,65,5,,,,,5,,,,,1,6,,,,,,,,,,,,,,,,,,,5,,,9999998,
527411020,527411,020,62,5,6,,,,5,998,,,,2,3,,,,,,,,,,,,,,,,,,,5,,,9999998,
527421010,527421,010,66,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,5200,
527424010,527424,010,63,5,,,,,5,10,,10,10,1,12,,,,,,,,,,,,,,,,,,,5,,250000,80000,
527424020,527424,020,62,5,,,,,5,50,1,10,75,2,15,,,,,,,,,,,,,,,,,,,5,,250000,80000,
527426010,527426,010,65,5,,,,,5,50,2,,,1,13,50,50,50,10,50,50,1,8,7,7,5,8,6,6,2,,,,5,,,10000,10000
527426020,527426,020,64,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,10000,10000
527449010,527449,010,65,5,,,,,5,80,,50,50,2,16,,,,,,,,,,,,,,,,,,,1,1000000,,8000,
527449020,527449,020,66,5,,,,,5,50,1,35,35,1,17,,,,,,,,,,,,,,,,,,,1,1000000,,8000,
527456010,527456,010,66,5,,,,,5,75,,50,30,1,,,,,,,,,,,,,,,,,,,,5,,,,
527460010,527460,010,66,5,,,,,5,80,,50,50,1,13,,,,,,,,,,,,,,,,,,,,,,,
527482010,527482,010,61,1,,,,,1,998,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
527482011,527482,011,44,4,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,
527482020,527482,020,63,5,,,,,5,60,,60,80,1,11,,,,,,,,,,,,,,,,,,,5,,,,
527486010,527486,010,63,5,,,,,5,75,,50,20,1,12,,,,,,,,,,,,,,,,,,,5,,,3000,
527486020,527486,020,58,6,,,,,5,40,,80,40,2,12,,,,,,,,,,,,,,,,,,,5,,,3000,
527491010,527491,010,64,1,,,,,1,60,,50,40,1,16,,,,,,,,,,,,,,,,,50000,,5,,,20000,
527500020,527500,020,65,5,,,,,5,50,2,,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
527522010,527522,010,66,5,,,,,5,0,,,20,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
527531010,527531,010,62,1,,,,,1,30,,30,20,2,16,,,,,,,,,,,,,,,,,999999998,,5,,,10000,
527532010,527532,010,62,3,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,0,5,,,10000,
527545010,527545,010,64,5,4,,,,5,50,8,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
527545020,527545,020,65,5,,,,,5,60,,80,10,2,17,,,,,,,,,,,,,,,,,,,5,,,,
527574010,527574,010,63,1,,,,,1,,,,,1,16,,,,,,,,,,,,,,,,100001,,99999998,1,999999998,9999998,100000,
527574020,527574,020,62,5,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,100001,,99999998,1,999999998,9999998,100000,
527575010,527575,010,67,5,,,,,5,50,1,10,40,1,16,,,,,,,,,,,,,,,,,,,5,,,25000,
527576010,527576,010,62,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,1,500000,,,
527576020,527576,020,61,1,,,,,1,75,,60,20,1,,,,,,,,,,,,,,,,,,,,1,500000,,,
527580010,527580,010,61,2,,,,,5,25,,23,15,1,0,,,,,,,,,,,,,,,,,,,5,,,,
527580020,527580,020,62,6,,,,,5,0,,,998,2,2,,,,,,,,,,,,,,,,,,,5,,,,
527583010,527583,010,62,1,,,,,1,30,,30,50,1,15,,,,,,,,,,,,,,,,,70000,,5,,,13000,
527590010,527590,010,66,1,,,,,1,50,1,10,10,1,12,,,,,,,,,,,,,,,,,6000,50000,5,,,150000,
527590020,527590,020,57,1,,,,,1,10,,10,10,2,13,,,,,,,,,,,,,,,,,6000,50000,5,,,150000,
527591010,527591,010,63,5,,,,,5,60,,30,60,2,16,,,,,,,,,,,,,,,,,,,1,54000,,90000,40000
527591020,527591,020,63,1,,,,,1,20,,10,80,1,17,,,,,,,,,,,,,,,,,,,1,54000,,90000,40000
527592010,527592,010,60,1,,,,,1,70,,70,20,2,14,,,,,,,,,,,,,,,,,,,5,,,55000,
527594010,527594,010,62,1,,,,,1,50,1,10,0,2,17,,,,,,,,,,,,,,,,,50000,,1,175000,,10000,
527618020,527618,020,58,4,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,300,
527618022,527618,022,57,4,,,,,5,75,,75,5,1,12,,,,,,,,,,,,,,,,,,,5,,,300,
527619020,527619,020,70,5,,,,,5,80,,50,15,1,17,,,,,,,,,,,,,,,,,1500000,,1,220000,,140000,
527633010,527633,010,65,4,,,,,5,,,,,1,11,,,,,,,,,,,,,,,,,,,5,,,,
527633020,527633,020,59,4,,,,,5,0,,,0,2,8,,,,,,,,,,,,,,,,,,,5,,,,
527650010,527650,010,63,2,,,,,5,998,,,,1,11,50,100,50,50,998,0,1,10,5,5,0,0,0,0,5,,,0,5,,,,
527650020,527650,020,56,2,,,,,5,50,2,,,2,11,,,,,,,,,,,,,,,,,,0,5,,,,
527651010,527651,010,65,5,4,,,,5,40,,30,50,2,8,,,,,,,,,,,,,,,,,,,5,,,1000,
527652010,527652,010,64,1,,,,,1,40,,40,70,1,7,,,,,,,,,,,,,,,,25001,,,5,,,,
527659010,527659,010,61,5,,,,,1,50,1,10,20,1,12,,,,,,,,,,,,,,,,,,,5,,,250000,5000
527659020,527659,020,48,1,,,,,1,,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,250000,5000
527671020,527671,020,61,1,,,,,1,20,,5,50,2,11,,,,,,,,,,,,,,,,,,,5,,,2,
527671021,527671,021,61,1,,,,,1,998,,,,1,15,,,,,,,,,,,,,,,,,,,5,,,,
527676010,527676,010,61,1,,,,,1,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,11,
527679010,527679,010,63,1,,,,,1,20,,0,50,1,15,,,,,,,,,,,,,,,,,,350000,1,25000,,70000,
527679020,527679,020,53,1,,,,,1,0,,,998,2,16,,,,,,,,,,,,,,,,,,350000,1,25000,,70000,
527681010,527681,010,65,5,,,,,5,70,,70,0,2,16,,,,,,,,,,,,,,,,,,,5,,,3000,
527681020,527681,020,79,5,,,,,5,15,,0,35,1,10,,,,,,,,,,,,,,,,,,,5,,,,
527704010,527704,010,65,3,,,,,1,0,,,100,2,11,,,,,,,,,,,,,,,,,,,5,,,,
527704020,527704,020,72,5,,,,,5,,,,,1,16,,,,,,,,,,,,,,,,,,,5,,,,
527705010,527705,010,63,5,,,,,1,50,1,0,50,1,14,,,,,,,,,,,,,,,,,50000,,1,75000,,65000,
527718010,527718,010,66,5,,,,,5,25,,25,0,2,11,,,,,,,,,,,,,,,,,,,5,,,35000,
527727010,527727,010,62,1,,,,,1,998,,,,1,12,,,,,,,,,,,,,,,,0,,,5,,,,
527727020,527727,020,55,1,,,,,1,10,,50,50,2,14,,,,,,,,,,,,,,,,0,,,5,,,,
527730010,527730,010,61,1,,,,,1,20,,998,,2,12,,,,,,,,,,,,,,,,,,300000,5,,,200000,
527730020,527730,020,61,5,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,300000,5,,,200000,
527733010,527733,010,65,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,0,1,30000,,20000,
527736010,527736,010,61,1,,,,,1,70,,50,20,2,17,40,40,20,10,0,0,-8,8,7,7,8,8,8,8,4,,,,1,-8,,7000,
527736020,527736,020,64,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,-8,,7000,
527737010,527737,010,65,3,,,,,1,-8,,-8,,2,14,,,,,,,,,,,,,,,,,,,5,,,9000,
527739010,527739,010,62,5,,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,
527745010,527745,010,61,1,,,,,1,70,,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,20000,
527745020,527745,020,61,1,,,,,1,60,,50,40,1,15,,,,,,,,,,,,,,,,,,,5,,,20000,
527746020,527746,020,62,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,7000,
527753010,527753,010,64,1,,,,,1,50,1,80,20,1,14,,,,,,,,,,,,,,,,,,,5,,,2000,60000
527753020,527753,020,62,1,,,,,1,80,,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,2000,60000
527755010,527755,010,66,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,100000,,5,,,,
527755020,527755,020,64,1,,,,,1,7,,8,6,2,12,,,,,,,,,,,,,,,,,100000,,5,,,,
527766010,527766,010,65,5,,,,,5,10,,10,80,1,13,,,,,,,,,,,,,,,,,30000,,5,,,10000,
527766020,527766,020,56,1,,,,,1,0,,,10,2,17,,,,,,,,,,,,,,,,,30000,,5,,,10000,
527773020,527773,020,61,5,,,,,1,80,,60,50,1,12,,,,,,,,,,,,,,,,,,,5,,,1500,
527777010,527777,010,61,1,,,,,1,50,2,,,1,15,,,,,,,,,,,,,,,,,,,5,,,5000,
527777020,527777,020,57,1,,,,,1,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,5000,
527780010,527780,010,61,1,,,,,1,998,,,,1,6,,,,,,,,,,,,,,,,,,,5,,,,
527780020,527780,020,64,5,,,,,5,,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,,
527798010,527798,010,60,4,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
527801020,527801,020,62,1,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,,,,,,,
527802010,527802,010,64,5,,,,,5,30,,20,50,2,12,,,,,,,,,,,,,,,,,,,1,15000,,100000,15000
527802020,527802,020,62,5,,,,,5,20,,0,60,1,12,,,,,,,,,,,,,,,,,,,1,15000,,100000,15000
527809010,527809,010,66,4,,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,,
527820010,527820,010,61,2,,,,,5,998,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,
527820020,527820,020,60,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
527851010,527851,010,60,1,,,,,1,35,,65,35,1,12,,,,,,,,,,,,,,,,,1200,,5,,,1400,
527858010,527858,010,63,1,,,,,1,998,,,,2,11,,,,,,,,,,,,,,,,5001,,,5,,,,
527877010,527877,010,60,1,,,,,1,70,,10,10,1,17,5,5,20,20,5,50,1,8,5,5,3,3,7,2,0,,100000,,5,,,180000,
527884010,527884,010,64,5,,,,,5,40,,10,85,2,17,95,90,85,100,90,90,1,5,2,2,4,0,2,4,2,,,,5,,,,
527884011,527884,011,76,5,,,,,5,70,,0,5,1,17,,,,,,,,,,,,,,,,,,,5,,,,
527891010,527891,010,64,1,5,,,,1,20,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,1200,
527891020,527891,020,52,1,,,,,1,998,,,,1,16,,,,,,,,,,,,,,,,,,,5,,,50,
527901010,527901,010,60,1,,,,,1,-8,,-8,,2,10,,,,,,,,,,,,,,,,25000,,,-8,,,70000,
527904010,527904,010,59,6,,,,,5,10,,5,50,2,12,,,,,,,,,,,,,,,,,,,5,,,300000,
527904020,527904,020,65,5,,,,,5,50,1,10,30,1,16,,,,,,,,,,,,,,,,,,,5,,,300000,
527913010,527913,010,62,1,,,,,1,50,2,,,2,13,,,,,,,,,,,,,,,,,,,,,,,
527923010,527923,010,61,1,,,,,1,80,,5,20,1,17,,,,,,,,,,,,,,,,50001,,10000,1,100000,,9999999,
527937010,527937,010,68,1,,,,,1,80,,40,25,1,12,,,,,,,,,,,,,,,,,,,1,40000,,,
527937020,527937,020,66,3,,,,,1,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,1,40000,,,
527941020,527941,020,61,4,,,,,5,100,,100,,1,11,,,,,,,,,,,,,,,,,,,5,,,,
527952010,527952,010,65,4,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,0,,,5,,,,
527967010,527967,010,64,1,,,,,1,80,,50,10,1,16,0,0,0,30,0,40,1,8,8,8,10,5,10,5,3,,150000,,1,150000,,80000,
527967011,527967,011,46,1,,,,,1,40,,10,20,2,,,,,,,,,,,,,,,,,,150000,,1,150000,,80000,
527967020,527967,020,57,2,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,9999999,
527967021,527967,021,65,1,,,,,1,70,,30,10,1,,0,0,10,20,0,10,1,8,9,9,9,5,9,7,3,,,150000,5,,,60000,
527974010,527974,010,61,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
527981010,527981,010,65,1,,,,,1,998,,,,1,4,,,,,,,,,,,,,,,,,,,5,,,,
527983010,527983,010,59,1,,,,,1,60,,50,50,2,17,,,,,,,,,,,,,,,,,,,1,400000,,22000,
527983020,527983,020,60,2,,,,,5,40,,60,50,1,16,,,,,,,,,,,,,,,,,,,1,400000,,22000,
528011010,528011,010,61,1,,,,,1,30,,30,0,2,13,,,,,,,,,,,,,,,,,,,8,,,7000,
528011011,528011,011,63,5,,,,,1,50,2,,,1,13,,,,,,,,,,,,,,,,,,,8,,,7000,
528026010,528026,010,66,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,20000,,5,,,9999999,
528026020,528026,020,61,5,,,,,5,40,,30,30,2,12,,,,,,,,,,,,,,,,,20000,,5,,,9999999,
528038010,528038,010,64,1,,,,,1,50,1,75,50,2,14,50,50,50,50,50,50,-8,5,5,5,5,5,5,5,5,,,,5,,,,
528038020,528038,020,58,1,,,,,1,5,,5,5,1,12,,,,,,,,,,,,,,,,,,,5,,,,
528044010,528044,010,66,7,,,,,5,10,,50,10,1,15,,,,,,,,,,,,,,,,,,,5,,,,
528070010,528070,010,64,5,,,,,5,50,1,10,25,1,17,,,,,,,,,,,,,,,,,,,1,60000,,75000,
528075010,528075,010,66,4,,,,,5,0,,,10,1,12,,,,,,,,,,,,,,,,,,,5,,,2400,
528075011,528075,011,84,4,,,,,5,0,,,0,2,11,,,,,,,,,,,,,,,,,,,5,,,2400,
528081020,528081,020,62,4,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
528093010,528093,010,61,1,,,,,1,30,,20,40,2,12,,,,,,,,,,,,,,,,,,,5,,,100,
528105010,528105,010,64,1,,,,,1,70,,50,50,2,17,,,,,,,,,,,,,,,,,40000,,5,,,6000,
528105020,528105,020,63,1,,,,,1,25,,75,998,1,16,,,,,,,,,,,,,,,,,40000,,5,,,6000,
528116010,528116,010,65,5,,,,,5,70,,50,70,2,12,,,,,,,,,,,,,,,,,,,5,,,60000,
528116020,528116,020,65,1,,,,,1,20,,0,0,1,17,,,,,,,,,,,,,,,,,,,5,,,60000,
528119010,528119,010,64,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,100,
528123010,528123,010,64,1,,,,,1,40,,20,35,2,16,,,,,,,,,,,,,,,,,,,5,,,5000,
528130010,528130,010,60,4,,,,,5,100,,998,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
528136010,528136,010,62,5,,,,,5,60,,40,60,1,6,,,,,,,,,,,,,,,,,,,5,,,,
528136020,528136,020,59,7,,,,,5,10,,999,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
528153010,528153,010,65,5,,,,,5,50,1,50,50,2,13,,,,,,,,,,,,,,,,,,,5,,,8000,
528159010,528159,010,63,5,,,,,5,40,,30,30,1,12,,,,,,,,,,,,,,,,,,,5,,,1500,
528171010,528171,010,61,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,40000,,5,,,43000,
528173010,528173,010,61,4,,,,,5,60,,30,0,1,10,,,,,,,,,,,,,,,,,,,5,,,50,
528181010,528181,010,64,6,,,,,5,50,1,25,25,2,14,,,,,,,,,,,,,,,,,30000,,5,,,25000,
528181020,528181,020,61,3,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,30000,,5,,,25000,
528182010,528182,010,65,1,,,,,1,50,1,40,30,1,17,,,,,,,,,,,,,,,,,,500000,1,55000,,275000,
528182020,528182,020,61,6,,,,,5,75,,60,50,2,14,,,,,,,,,,,,,,,,,,500000,1,55000,,275000,
528185010,528185,010,60,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,999999998
528185020,528185,020,63,7,,,,,5,75,,25,50,1,16,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,999999998
528198010,528198,010,65,1,,,,,1,50,1,20,20,1,16,100,100,100,100,100,100,-8,0,0,0,0,0,0,0,0,,2500000,,1,60000,,,
528198020,528198,020,54,3,,,,,1,50,2,,,2,15,,,,,,,,,,,,,,,,,2500000,,1,60000,,,
528204010,528204,010,61,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
528206010,528206,010,65,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,9,,,9999999,
528206020,528206,020,59,1,,,,,1,80,,20,5,2,14,,,,,,,,,,,,,,,,,,,9,,,9999999,
528212010,528212,010,63,1,,,,,1,50,9,50,80,1,13,,,,,,,,,,,,,,,,,,,5,,,,
528225020,528225,020,66,1,,,,,1,60,,998,,1,12,,,,,,,,,,,,,,,,5001,,,5,,,,
528226010,528226,010,62,5,,,,,5,90,,90,60,1,5,,,,,,,,,,,,,,,,,,,5,,,,
528226020,528226,020,58,6,,,,,5,60,,20,30,2,6,,,,,,,,,,,,,,,,,,,5,,,,
528234010,528234,010,63,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,8,,,9999998,
528234011,528234,011,58,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,8,,,9999998,
528248010,528248,010,63,1,,,,,1,60,,-8,,2,16,20,20,60,20,20,20,-8,8,8,8,8,8,7,8,10,,,,1,-8,-8,100000,10000
528249010,528249,010,64,3,,,,,1,999,,,,1,14,,,,,,,,,,,,,,,,0,,,5,,,9999999,
528249020,528249,020,54,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,0,,,5,,,9999999,
528253010,528253,010,63,7,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
528266010,528266,010,60,1,,,,,1,80,,80,30,2,16,,,,,,,,,,,,,,,,,,,5,,10000,15000,
528266020,528266,020,60,1,,,,,1,75,,40,30,1,16,,,,,,,,,,,,,,,,,,,5,,10000,15000,
528271010,528271,010,65,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,1,61000,,11100,
528271020,528271,020,64,5,,,,,5,70,,50,20,2,17,10,40,25,10,10,30,1,6,8,7,6,7,7,6,4,,,,1,61000,,11100,
528274010,528274,010,63,1,,,,,1,50,1,60,30,1,16,,,,,,,,,,,,,,,,,,,5,,,120000,
528274020,528274,020,56,1,,,,,1,60,,50,30,2,17,,,,,,,,,,,,,,,,,,,5,,,120000,
528276020,528276,020,66,5,,,,,5,0,,,999,1,17,,,,,,,,,,,,,,,,,,,5,,,,
528276021,528276,021,65,5,,,,,5,0,,,30,2,14,,,,,,,,,,,,,,,,,,,5,,,,
528282010,528282,010,65,1,,,,,1,40,,5,25,1,17,,,,,,,,,,,,,,,,,,,1,100000,,2000,
528282020,528282,020,52,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,1,100000,,2000,
528307010,528307,010,63,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
528308010,528308,010,58,2,,,,,5,998,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,,
528308020,528308,020,63,1,,,,,1,998,,,,1,6,,,,,,,,,,,,,,,,,,,5,,,,
528329010,528329,010,66,5,,,,,5,0,,,50,1,16,,,,,,,,,,,,,,,,,,,1,100000,,5000,
528342010,528342,010,65,1,,,,,1,40,,30,40,2,16,,,,,,,,,,,,,,,,,,,1,48000,,50000,20000
528362010,528362,010,60,1,,,,,1,80,,75,50,2,16,,,,,,,,,,,,,,,,,,,5,,,,
528362020,528362,020,56,1,,,,,1,90,,70,10,1,12,,,,,,,,,,,,,,,,,,,5,,,,
528363010,528363,010,64,2,7,,,,5,75,,45,45,2,17,60,70,95,90,70,95,1,4,3,2,1,1,4,1,5,,30000,,5,,,,
528363020,528363,020,66,1,,,,,1,60,,50,20,1,15,,,,,,,,,,,,,,,,,30000,,5,,,,
528371020,528371,020,63,5,,,,,1,80,,0,60,2,14,,,,,,,,,,,,,,,,,,,5,,,75000,
528386010,528386,010,61,1,,,,,1,40,,50,40,2,12,,,,,,,,,,,,,,,,25001,,,5,,,5000,
528388010,528388,010,61,2,,,,,5,80,,80,20,2,16,,,,,,,,,,,,,,,,,,,5,,,4000,
528388020,528388,020,53,4,,,,,5,50,2,,,1,12,0,0,0,0,0,0,1,7,10,10,10,8,8,8,5,,,,5,,,,
528391010,528391,010,61,1,,,,,1,75,,80,80,2,12,,,,,,,,,,,,,,,,,,,5,,,200,
528394010,528394,010,61,1,,,,,1,35,,45,25,2,13,20,20,25,30,30,35,-8,8,5,6,6,6,7,6,4,,,,5,,,10000,
528406010,528406,010,64,2,,,,,5,20,,20,50,2,17,0,0,20,0,0,0,1,0,10,10,10,0,0,0,0,,,,5,,,,
528408010,528408,010,60,1,,,,,1,1,,1,100,2,14,,,,,,,,,,,,,,,,,,,5,,,,
528423010,528423,010,62,1,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,,,1,700000,,375000,500000
528423020,528423,020,56,1,,,,,1,90,,80,100,2,16,,,,,,,,,,,,,,,,,,,1,700000,,375000,500000
528432010,528432,010,65,5,,,,,5,80,,80,20,2,11,,,,,,,,,,,,,,,,,,,5,,,,
528439010,528439,010,62,4,,,,,5,60,,998,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
528439011,528439,011,56,3,,,,,1,0,,,100,1,11,,,,,,,,,,,,,,,,,,,5,,,,
528444010,528444,010,61,1,,,,,1,50,1,55,45,2,16,,,,,,,,,,,,,,,,,,,5,,,260000,50000
528452010,528452,010,64,3,,,,,1,50,1,20,20,1,16,,,,,,,,,,,,,,,,,300000,,1,1000000,,80000,60000
528452020,528452,020,66,1,,,,,1,50,1,50,50,2,16,,,,,,,,,,,,,,,,,300000,,1,1000000,,80000,60000
528471020,528471,020,79,5,,,,,5,100,,30,,1,13,,,,,,,,,,,,,,,,,,,8,,,9999998,
528481010,528481,010,65,2,,,,,5,90,,90,998,2,15,,,,,,,,,,,,,,,,,,,5,,,,
528483010,528483,010,64,2,,,,,1,50,1,15,40,2,17,,,,,,,,,,,,,,,,,,,5,,,83000,
528483020,528483,020,57,1,,,,,1,50,2,,,1,11,,,,,,,,,,,,,,,,,,,5,,,83000,
528484010,528484,010,64,5,,,,,5,40,,40,10,2,15,,,,,,,,,,,,,,,,,,,5,,,9999999,
